s_hat,z,rhs,violation
"[[5], [3, 21, 27, 39, 47, 58, 60, 64, 66], [2, 6, 10, 20, 21, 31, 34, 35, 38, 39, 47, 51, 53, 57, 59, 60, 64, 65, 66, 71], [2, 10, 14, 20, 24, 28, 29, 31, 32, 37, 38, 45, 48, 56, 57, 61, 63, 65, 68, 69, 71, 72, 74], [2, 5, 7, 10, 14, 24, 28, 29, 31, 32, 33, 37, 38, 44, 45, 46, 48, 52, 54, 56, 57, 61, 62, 63, 65, 68, 69, 71, 72, 74], [2, 5, 6, 7, 9, 10, 14, 17, 20, 22, 24, 28, 29, 31, 32, 33, 37, 38, 44, 45, 46, 48, 52, 54, 56, 57, 61, 62, 63, 65, 68, 69, 71, 72, 73, 74, 75], [2, 3, 4, 6, 8, 9, 10, 13, 14, 15, 16, 17, 20, 21, 23, 24, 27, 28, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42, 43, 45, 47, 48, 50, 51, 53, 57, 58, 59, 60, 61, 63, 64, 65, 66, 68, 69, 71, 72, 73, 74, 76], [2, 3, 4, 6, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 47, 48, 50, 51, 52, 53, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76]]","[2.0, 4.000000000000001, 5.982363315696658, 7.999999999999996, 10.000000000000002, 12.000000000000004, 13.999999999999996, 15.999999999999991, 17.798941798941804]","[2, 4, 6, 8, 10, 12, 14, 16, 18]","[0.0, -8.881784197001252e-16, 0.01763668430334242, 4.440892098500626e-15, -1.7763568394002505e-15, -3.552713678800501e-15, 3.552713678800501e-15, 8.881784197001252e-15, 0.2010582010581956]"
"[[2, 7, 10, 22, 36, 59], [2, 7, 10, 22, 36, 59], [2, 7, 10, 22, 36, 59], [2, 7, 10, 19, 22, 36, 45, 59, 76], [2, 3, 7, 8, 10, 22, 28, 32, 36, 39, 43, 50, 54, 56, 59, 65, 71, 75], [2, 3, 7, 8, 10, 22, 28, 32, 36, 39, 43, 50, 54, 56, 59, 65, 71, 75], [2, 3, 7, 8, 10, 19, 20, 22, 28, 30, 32, 36, 39, 43, 45, 50, 54, 56, 59, 65, 71, 75, 76], [2, 3, 5, 7, 8, 10, 18, 19, 22, 28, 32, 36, 39, 43, 45, 50, 54, 56, 59, 65, 71, 73, 75, 76], [2, 3, 5, 7, 8, 10, 13, 18, 19, 22, 27, 28, 32, 36, 39, 43, 45, 50, 54, 56, 57, 59, 65, 70, 71, 73, 75, 76], [2, 3, 5, 7, 8, 10, 17, 18, 19, 21, 22, 26, 28, 32, 36, 39, 43, 45, 50, 52, 54, 55, 56, 59, 60, 65, 70, 71, 73, 75, 76], [2, 3, 5, 7, 8, 10, 11, 17, 18, 19, 20, 21, 22, 26, 28, 30, 32, 36, 39, 43, 44, 45, 50, 52, 54, 55, 56, 59, 60, 65, 70, 71, 73, 75, 76], [2, 3, 5, 7, 8, 10, 13, 15, 16, 18, 19, 20, 22, 25, 27, 28, 30, 32, 34, 36, 37, 39, 41, 42, 43, 45, 50, 51, 54, 56, 57, 58, 59, 62, 63, 65, 69, 70, 71, 73, 74, 75, 76], [2, 3, 5, 7, 8, 10, 13, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 27, 28, 30, 32, 34, 36, 37, 39, 41, 42, 43, 45, 50, 51, 54, 56, 57, 58, 59, 60, 62, 63, 65, 69, 70, 71, 73, 74, 75, 76], [2, 3, 5, 7, 8, 10, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 27, 28, 30, 32, 34, 36, 37, 39, 41, 42, 43, 45, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 63, 65, 69, 70, 71, 73, 74, 75, 76], [2, 3, 5, 7, 8, 10, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 32, 34, 36, 37, 38, 39, 41, 42, 43, 45, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 63, 65, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 32, 34, 36, 37, 38, 39, 41, 42, 43, 45, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 63, 65, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 31, 32, 34, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 67, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[0.0, 0.0, 0.0, 0.5882352941176601, 2.0, 2.0, 3.0588235294117743, 4.588235294117659, 6.1176470588235485, 7.176470588235308, 8.705882352941186, 9.294117647058838, 11.29411764705884, 12.352941176470605, 14.11764705882354, 17.058823529411775, 20.588235294117663, 25.176470588235308, 30.58823529411766]","[6, 6, 6, 8, 12, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38]","[6.0, 6.0, 6.0, 7.41176470588234, 10.0, 10.0, 10.941176470588225, 11.41176470588234, 11.882352941176451, 12.823529411764692, 13.294117647058814, 14.705882352941162, 14.70588235294116, 15.647058823529395, 15.88235294117646, 14.941176470588225, 13.411764705882337, 10.823529411764692, 7.411764705882341]"
"[[5], [2, 5, 7, 8, 9, 10, 15, 21, 24, 32, 38, 47, 53, 57, 68], [2, 5, 7, 8, 9, 10, 14, 15, 16, 21, 24, 31, 32, 35, 38, 43, 44, 47, 48, 51, 53, 56, 57, 68, 69, 71, 76], [2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16, 18, 21, 22, 23, 24, 25, 27, 28, 29, 33, 34, 36, 37, 39, 41, 42, 44, 47, 50, 53, 54, 57, 58, 61, 63, 65, 66, 67, 68, 71, 72, 73, 75], [2, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 18, 20, 21, 22, 23, 24, 25, 26, 29, 31, 32, 33, 35, 37, 38, 40, 41, 43, 44, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 64, 65, 67, 68, 69, 71, 73, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76]]","[2.0000000000000004, 4.0, 6.0, 7.97368421052631, 9.947368421052639, 11.973684210526308]","[2, 4, 6, 8, 10, 12]","[-4.440892098500626e-16, 0.0, 0.0, 0.026315789473690288, 0.052631578947361035, 0.026315789473692064]"
"[[5], [10, 27, 45, 48, 58, 61, 62, 63], [3, 7, 11, 26, 29, 30, 39, 40, 43, 44, 50, 52, 54, 59, 65, 69, 72, 75], [2, 3, 7, 9, 11, 13, 17, 18, 19, 20, 21, 23, 26, 29, 30, 40, 43, 44, 50, 52, 54, 55, 64, 65, 70, 71, 72, 73, 74, 75], [2, 3, 7, 8, 9, 11, 15, 19, 21, 23, 26, 29, 30, 39, 40, 43, 44, 45, 48, 50, 52, 54, 58, 59, 61, 62, 65, 68, 69, 71, 72, 74, 75], [2, 3, 4, 7, 8, 9, 10, 11, 15, 19, 21, 23, 26, 27, 29, 30, 31, 39, 40, 42, 43, 44, 45, 46, 48, 50, 52, 54, 58, 59, 61, 62, 63, 65, 68, 69, 71, 72, 74, 75], [2, 3, 4, 7, 8, 9, 10, 11, 15, 19, 21, 22, 23, 25, 26, 27, 29, 30, 31, 39, 40, 42, 43, 44, 45, 46, 48, 50, 51, 52, 54, 55, 56, 58, 59, 61, 62, 63, 65, 67, 68, 69, 71, 72, 74, 75], [2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 21, 22, 23, 25, 26, 27, 29, 30, 31, 32, 36, 37, 39, 40, 42, 43, 44, 45, 46, 48, 50, 51, 52, 54, 55, 56, 58, 59, 61, 62, 63, 64, 65, 67, 68, 69, 71, 72, 73, 74, 75], [2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 50, 51, 52, 53, 54, 55, 56, 58, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[2.0, 4.0, 6.0, 7.965275908479154, 9.994616419919256, 11.994616419919256, 14.00000000000001, 15.972543741588169, 17.973889636608327, 19.944549125168255, 22.0]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22]","[0.0, 0.0, 0.0, 0.03472409152084577, 0.005383580080744466, 0.005383580080744466, -1.0658141036401503e-14, 0.027456258411831413, 0.026110363391673275, 0.05545087483174527, 0.0]"
"[[5], [7, 9, 15, 21, 23, 41, 47, 50, 53, 57, 68], [2, 3, 5, 7, 9, 10, 15, 16, 19, 21, 22, 23, 24, 29, 37, 41, 42, 44, 47, 50, 53, 54, 57, 58, 65, 67, 68, 71, 73, 75], [2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16, 18, 21, 22, 23, 24, 25, 27, 28, 29, 33, 34, 36, 37, 39, 41, 42, 44, 47, 50, 53, 54, 57, 58, 61, 63, 65, 66, 67, 68, 71, 72, 73, 75], [2, 3, 4, 5, 7, 8, 9, 10, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 28, 29, 31, 32, 33, 35, 37, 38, 39, 41, 42, 43, 44, 47, 48, 50, 51, 53, 54, 55, 56, 57, 58, 61, 63, 64, 65, 66, 67, 68, 69, 71, 73, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 56, 57, 58, 59, 61, 62, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76]]","[2.0, 3.999999999999999, 5.9579707068562975, 7.916365952027175, 9.937168329441757, 11.888770961579278]","[2, 4, 6, 8, 10, 12]","[0.0, 8.881784197001252e-16, 0.04202929314370252, 0.08363404797282481, 0.06283167055824279, 0.1112290384207224]"
"[[5], [6, 8, 14, 15, 16, 20, 21, 24, 30, 31, 32, 34, 37, 45, 48, 56, 57, 59, 72, 74], [2, 5, 7, 9, 10, 12, 13, 14, 17, 26, 27, 28, 29, 31, 35, 36, 37, 38, 41, 43, 44, 46, 47, 50, 52, 53, 54, 58, 60, 63, 64, 65, 66, 69, 73], [3, 5, 6, 8, 9, 14, 15, 16, 17, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 64, 65, 66, 69, 72, 73, 74, 75, 76], [2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[2.0, 3.6774193548387095, 5.419354838709677, 6.903225806451613, 9.354838709677416]","[2, 4, 6, 8, 10]","[0.0, 0.3225806451612905, 0.580645161290323, 1.096774193548387, 0.6451612903225836]"
"[[5], [16, 24, 28, 34, 41, 46, 57, 63, 72, 74], [2, 8, 10, 12, 17, 18, 21, 30, 37, 39, 40, 47, 50, 51, 52, 55, 59, 60, 64, 67], [2, 7, 8, 9, 10, 12, 13, 17, 18, 21, 29, 30, 32, 33, 37, 39, 40, 47, 50, 51, 52, 54, 55, 59, 60, 62, 64, 67, 76], [2, 4, 8, 10, 12, 15, 16, 17, 18, 21, 24, 27, 28, 30, 31, 34, 37, 39, 40, 41, 45, 46, 47, 49, 50, 51, 52, 55, 57, 59, 63, 64, 65, 66, 67, 70, 71, 72, 74], [4, 5, 8, 10, 12, 13, 15, 16, 17, 18, 20, 22, 24, 25, 26, 27, 28, 31, 34, 37, 39, 40, 41, 43, 44, 45, 46, 48, 49, 50, 51, 53, 54, 55, 57, 58, 59, 61, 63, 64, 65, 66, 68, 70, 71, 72, 74], [2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 70, 71, 74, 76], [2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 76]]","[2.0, 4.0, 6.000000000000001, 8.0, 9.999999999999993, 11.986577181208038, 13.95973154362417, 15.845637583892625]","[2, 4, 6, 8, 10, 12, 14, 16]","[0.0, 0.0, -8.881784197001252e-16, 0.0, 7.105427357601002e-15, 0.013422818791962499, 0.04026845637583065, 0.1543624161073751]"
"[[5], [20, 27, 37, 46, 47, 65, 68], [15, 16, 17, 34, 37, 44, 46, 47, 55, 57, 65, 68], [5, 6, 10, 11, 12, 13, 18, 19, 22, 23, 25, 30, 31, 33, 41, 45, 50, 51, 61, 63, 66, 69, 71, 72, 75], [5, 6, 9, 10, 11, 12, 13, 18, 19, 22, 23, 25, 27, 30, 31, 33, 37, 41, 45, 46, 48, 50, 51, 57, 61, 63, 65, 66, 68, 69, 71, 72, 75], [2, 5, 6, 9, 10, 11, 12, 13, 18, 19, 22, 23, 25, 27, 29, 30, 31, 33, 37, 39, 41, 45, 46, 48, 49, 50, 51, 53, 57, 61, 63, 65, 66, 68, 69, 71, 72, 74, 75], [4, 5, 6, 7, 8, 11, 14, 15, 17, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 37, 38, 41, 42, 45, 46, 47, 48, 49, 50, 51, 56, 57, 58, 59, 63, 64, 65, 66, 68, 69, 70, 71, 74, 75], [3, 4, 7, 8, 11, 14, 15, 16, 17, 19, 20, 23, 24, 26, 27, 28, 30, 31, 32, 33, 34, 36, 37, 38, 40, 41, 42, 44, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 62, 64, 65, 66, 68, 69, 70, 71, 73, 74, 75, 76], [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 37, 38, 39, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 74, 75, 76]]","[2.0, 3.9999999999999996, 6.0, 7.999999999999999, 10.0, 12.000000000000005, 14.0, 16.0, 17.999289616321768, 20.000000000000004]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20]","[0.0, 4.440892098500626e-16, 0.0, 8.881784197001252e-16, 0.0, -5.329070518200751e-15, 0.0, 0.0, 0.0007103836782320627, -3.552713678800501e-15]"
"[[5], [6, 8, 9, 14, 15, 20, 24, 27, 28, 29, 31, 32, 36, 37, 43, 45, 46, 50, 52, 60, 66], [5, 6, 8, 9, 14, 15, 17, 19, 20, 24, 26, 27, 28, 29, 31, 32, 36, 37, 41, 43, 44, 45, 46, 50, 51, 52, 53, 58, 60, 64, 65, 66, 69, 73, 75], [2, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 19, 20, 24, 26, 27, 28, 29, 31, 32, 35, 36, 37, 38, 39, 41, 43, 44, 45, 46, 47, 50, 51, 52, 53, 54, 58, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 73, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[2.0, 3.2857142857142803, 5.2857142857142865, 7.142857142857144, 10.0]","[2, 4, 6, 8, 10]","[0.0, 0.7142857142857197, 0.7142857142857135, 0.8571428571428559, 0.0]"
"[[4, 9, 20, 43, 60, 62, 68, 74, 76], [2, 4, 9, 11, 20, 24, 28, 32, 43, 49, 59, 60, 62, 68, 72, 73, 74, 76], [2, 4, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 23, 24, 26, 27, 28, 29, 31, 32, 36, 37, 38, 39, 42, 43, 44, 46, 47, 49, 51, 52, 53, 58, 59, 60, 62, 63, 64, 68, 69, 71, 72, 73, 74, 75, 76], [2, 4, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 23, 24, 26, 27, 28, 29, 31, 32, 36, 37, 38, 39, 42, 43, 44, 46, 47, 49, 51, 52, 53, 58, 59, 60, 62, 63, 64, 68, 69, 71, 72, 73, 74, 75, 76], [2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[0.0, 2.0, 2.0, 2.0, 4.0, 6.0]","[2, 4, 8, 8, 10, 12]","[2.0, 2.0, 6.0, 6.0, 6.0, 6.0]"
"[[3, 23, 50, 66, 75], [3, 23, 50, 66, 75], [3, 23, 30, 43, 47, 50, 66, 75], [3, 6, 14, 23, 26, 29, 32, 35, 37, 50, 66, 75], [3, 10, 11, 13, 15, 20, 23, 30, 43, 46, 47, 50, 56, 66, 68, 69, 75, 76], [3, 4, 7, 10, 11, 13, 15, 20, 23, 28, 30, 43, 44, 46, 47, 50, 56, 57, 63, 66, 68, 69, 75, 76], [3, 4, 7, 10, 11, 13, 15, 20, 23, 28, 30, 43, 44, 46, 47, 50, 56, 57, 63, 66, 68, 69, 75, 76], [3, 4, 7, 10, 11, 13, 15, 20, 23, 28, 30, 43, 44, 46, 47, 50, 56, 57, 63, 66, 68, 69, 75, 76], [3, 4, 7, 9, 10, 11, 13, 15, 17, 20, 23, 28, 30, 31, 34, 40, 43, 44, 46, 47, 50, 53, 56, 57, 63, 66, 68, 69, 75, 76], [3, 4, 6, 7, 10, 11, 13, 14, 15, 20, 23, 26, 27, 28, 29, 30, 32, 35, 37, 43, 44, 46, 47, 50, 56, 57, 63, 66, 68, 69, 75, 76], [3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 17, 20, 23, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 40, 43, 44, 46, 47, 50, 53, 56, 57, 63, 66, 68, 69, 75, 76], [3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 20, 23, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 40, 43, 44, 46, 47, 50, 53, 55, 56, 57, 63, 66, 68, 69, 71, 75, 76], [3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 20, 22, 23, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 39, 40, 43, 44, 46, 47, 50, 52, 53, 56, 57, 63, 66, 68, 69, 71, 73, 75, 76], [2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 20, 22, 23, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 39, 40, 43, 44, 46, 47, 48, 50, 51, 52, 53, 56, 57, 63, 65, 66, 68, 69, 71, 73, 74, 75, 76], [2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 20, 22, 23, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 39, 40, 43, 44, 46, 47, 48, 50, 51, 52, 53, 55, 56, 57, 63, 65, 66, 68, 69, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 39, 40, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 39, 40, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 62, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76]]","[0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 6.0, 7.0, 9.0, 10.0, 12.0, 16.0, 20.0, 24.0, 30.0, 37.0]","[4, 4, 6, 8, 12, 16, 16, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42]","[4.0, 4.0, 5.0, 7.0, 10.0, 14.0, 14.0, 14.0, 15.0, 17.0, 18.0, 18.0, 19.0, 19.0, 20.0, 20.0, 18.0, 16.0, 14.0, 10.0, 5.0]"
